STAGE = 24
MACHINE = [4, 5, 3, 3, 4, 2, 4, 5, 2, 3, 2, 5, 5, 3, 2, 4, 3, 5, 3, 4, 2, 2, 5, 3]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [25, 44, 37, 70, 59, 25, 87, 58, 38, 80, 39, 45, 21, 38, 59, 74, 69, 85, 96, 94, 36, 94, 73, 46]
  JOB1  [73, 44, 54, 62, 36, 82, 31, 75, 85, 97, 39, 21, 62, 26, 39, 28, 56, 77, 51, 60, 47, 52, 46, 72]
  JOB2  [21, 99, 44, 51, 59, 26, 89, 63, 99, 98, 70, 99, 22, 42, 91, 65, 43, 41, 80, 28, 22, 67, 33, 42]
  JOB3  [40, 75, 61, 97, 37, 84, 89, 35, 66, 45, 21, 47, 71, 97, 80, 66, 31, 76, 28, 43, 77, 24, 94, 59]
  JOB4  [25, 100, 24, 62, 88, 21, 94, 82, 82, 75, 58, 28, 59, 75, 47, 35, 58, 30, 69, 35, 64, 72, 66, 24]
  JOB5  [77, 56, 55, 48, 94, 69, 68, 41, 25, 41, 30, 43, 38, 99, 56, 38, 91, 46, 32, 77, 98, 91, 45, 91]
  JOB6  [22, 46, 32, 65, 88, 75, 95, 92, 92, 96, 97, 33, 53, 66, 22, 41, 26, 78, 60, 81, 90, 95, 56, 76]
  JOB7  [83, 85, 98, 31, 100, 98, 74, 58, 49, 87, 98, 87, 86, 31, 20, 41, 36, 68, 77, 23, 86, 71, 35, 97]
  JOB8  [36, 62, 23, 100, 93, 88, 36, 98, 83, 44, 55, 82, 51, 73, 50, 85, 32, 66, 55, 34, 61, 25, 56, 41]
  JOB9  [95, 35, 95, 91, 38, 33, 78, 49, 26, 49, 75, 27, 36, 25, 44, 39, 20, 22, 74, 91, 50, 75, 37, 43]
  JOB10  [25, 83, 41, 43, 53, 98, 22, 83, 32, 45, 95, 89, 97, 96, 100, 97, 27, 42, 58, 53, 49, 29, 59, 85]
  JOB11  [56, 85, 97, 54, 61, 86, 89, 88, 84, 22, 27, 20, 79, 86, 30, 38, 75, 48, 98, 89, 43, 30, 65, 37]
  JOB12  [72, 46, 69, 81, 27, 24, 70, 66, 79, 47, 53, 21, 63, 68, 53, 75, 35, 88, 72, 68, 27, 74, 55, 67]
  JOB13  [98, 29, 37, 48, 31, 39, 67, 27, 100, 73, 21, 46, 88, 51, 34, 26, 55, 84, 71, 90, 31, 80, 81, 28]
  JOB14  [76, 37, 64, 46, 78, 21, 89, 27, 67, 53, 68, 89, 89, 47, 75, 83, 57, 22, 54, 94, 100, 100, 29, 25]
  JOB15  [76, 97, 84, 55, 29, 71, 50, 91, 29, 31, 46, 97, 64, 21, 28, 20, 45, 63, 84, 42, 82, 66, 84, 95]
