STAGE = 17
MACHINE = [2, 3, 3, 5, 3, 2, 4, 5, 4, 5, 4, 2, 5, 2, 2, 3, 2]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [36, 28, 21, 94, 75, 47, 70, 33, 98, 72, 67, 72, 54, 53, 48, 81, 39]
  JOB1  [33, 91, 61, 98, 75, 74, 30, 86, 80, 100, 59, 38, 80, 49, 53, 84, 26]
  JOB2  [66, 23, 55, 56, 41, 51, 40, 54, 74, 42, 32, 22, 44, 33, 32, 68, 36]
  JOB3  [32, 86, 62, 66, 85, 26, 53, 83, 74, 61, 27, 43, 33, 41, 44, 20, 64]
  JOB4  [28, 86, 54, 99, 24, 92, 91, 52, 30, 22, 72, 61, 62, 80, 95, 58, 88]
  JOB5  [83, 54, 37, 31, 100, 23, 37, 66, 64, 28, 46, 72, 58, 67, 90, 31, 29]
  JOB6  [28, 76, 41, 93, 39, 93, 30, 86, 55, 69, 77, 56, 43, 39, 20, 77, 75]
  JOB7  [21, 72, 69, 60, 20, 74, 67, 56, 77, 53, 32, 92, 20, 99, 37, 43, 45]
  JOB8  [41, 48, 36, 47, 64, 44, 93, 91, 43, 49, 90, 27, 52, 92, 22, 82, 35]
  JOB9  [42, 61, 45, 39, 20, 20, 56, 37, 35, 37, 64, 75, 95, 36, 29, 60, 35]
  JOB10  [86, 83, 84, 39, 86, 91, 46, 49, 58, 50, 76, 99, 58, 94, 44, 84, 41]
  JOB11  [46, 81, 57, 70, 90, 30, 87, 38, 88, 43, 65, 50, 52, 51, 85, 78, 91]
  JOB12  [80, 23, 95, 82, 22, 59, 85, 59, 87, 23, 42, 23, 100, 23, 20, 89, 35]
  JOB13  [78, 66, 24, 79, 67, 45, 50, 49, 69, 60, 30, 48, 94, 60, 24, 68, 68]
  JOB14  [45, 91, 29, 67, 48, 85, 68, 58, 67, 45, 86, 71, 82, 77, 75, 70, 46]
  JOB15  [72, 80, 62, 90, 60, 22, 84, 81, 100, 53, 93, 40, 90, 21, 77, 85, 32]
