STAGE = 21
MACHINE = [3, 5, 5, 5, 2, 2, 5, 5, 3, 4, 4, 2, 2, 4, 2, 5, 2, 2, 5, 4, 5]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [59, 40, 36, 36, 96, 56, 95, 80, 33, 26, 90, 63, 67, 68, 90, 29, 77, 59, 47, 49, 55]
  JOB1  [100, 33, 22, 22, 72, 71, 59, 47, 81, 48, 94, 54, 69, 73, 96, 37, 22, 94, 58, 28, 76]
  JOB2  [33, 100, 35, 94, 30, 49, 79, 28, 80, 80, 22, 78, 60, 22, 52, 82, 83, 77, 83, 76, 23]
  JOB3  [95, 92, 79, 89, 66, 24, 29, 73, 67, 24, 75, 39, 83, 33, 63, 72, 43, 84, 65, 31, 21]
  JOB4  [22, 88, 52, 62, 30, 29, 49, 88, 36, 34, 84, 50, 73, 61, 78, 30, 67, 91, 90, 73, 91]
  JOB5  [87, 44, 81, 34, 67, 51, 75, 44, 23, 23, 90, 88, 30, 36, 56, 97, 73, 37, 68, 91, 28]
  JOB6  [66, 34, 31, 61, 61, 27, 48, 63, 61, 40, 98, 66, 86, 20, 21, 56, 74, 39, 67, 64, 73]
  JOB7  [62, 44, 100, 60, 46, 72, 96, 30, 49, 46, 67, 98, 69, 67, 84, 76, 35, 63, 54, 77, 39]
  JOB8  [100, 34, 45, 33, 71, 89, 93, 63, 25, 22, 22, 39, 38, 89, 41, 68, 53, 43, 100, 68, 89]
  JOB9  [46, 53, 68, 23, 38, 82, 31, 34, 29, 92, 97, 50, 48, 54, 59, 57, 28, 62, 58, 94, 83]
  JOB10  [90, 57, 34, 66, 74, 70, 55, 98, 20, 45, 21, 20, 20, 42, 53, 70, 32, 94, 78, 75, 81]
  JOB11  [70, 66, 55, 83, 82, 87, 22, 95, 97, 73, 73, 27, 70, 94, 62, 41, 23, 94, 81, 51, 57]
  JOB12  [25, 25, 78, 77, 42, 31, 37, 73, 33, 22, 38, 78, 36, 70, 73, 89, 30, 68, 35, 54, 82]
  JOB13  [35, 59, 73, 23, 67, 76, 74, 89, 55, 77, 44, 94, 23, 42, 94, 74, 77, 100, 77, 20, 78]
  JOB14  [58, 33, 30, 41, 99, 64, 64, 92, 26, 44, 43, 76, 53, 33, 50, 39, 21, 37, 91, 35, 51]
  JOB15  [57, 60, 29, 79, 35, 44, 67, 61, 89, 20, 25, 75, 42, 49, 94, 91, 84, 61, 54, 43, 89]
  JOB16  [31, 28, 44, 92, 43, 88, 24, 44, 43, 69, 38, 97, 58, 71, 70, 86, 74, 91, 91, 76, 20]
  JOB17  [30, 88, 35, 23, 64, 39, 74, 85, 39, 97, 72, 38, 24, 72, 55, 84, 76, 23, 64, 28, 59]
  JOB18  [68, 22, 50, 79, 100, 25, 79, 59, 100, 69, 71, 64, 90, 91, 28, 77, 46, 23, 25, 78, 64]
  JOB19  [48, 31, 77, 76, 52, 89, 26, 39, 85, 61, 64, 45, 64, 86, 81, 54, 99, 86, 88, 73, 66]
  JOB20  [49, 28, 82, 91, 78, 92, 24, 63, 60, 62, 84, 25, 58, 28, 88, 91, 92, 20, 41, 36, 74]
  JOB21  [96, 92, 30, 82, 73, 37, 25, 77, 70, 50, 27, 51, 88, 42, 36, 23, 41, 94, 73, 53, 29]
  JOB22  [51, 91, 84, 96, 55, 43, 82, 33, 53, 90, 55, 23, 55, 21, 72, 90, 48, 25, 42, 41, 55]
  JOB23  [95, 40, 88, 87, 29, 58, 30, 23, 82, 76, 89, 52, 35, 69, 84, 28, 98, 38, 64, 86, 86]
  JOB24  [31, 78, 65, 71, 92, 79, 100, 88, 23, 30, 95, 84, 65, 95, 55, 88, 77, 38, 82, 24, 32]
  JOB25  [21, 50, 24, 61, 41, 55, 96, 56, 27, 21, 37, 48, 47, 42, 75, 47, 22, 20, 86, 20, 30]
  JOB26  [64, 21, 65, 84, 97, 80, 48, 56, 46, 42, 33, 31, 31, 40, 53, 76, 94, 32, 73, 59, 83]
  JOB27  [22, 33, 89, 49, 28, 92, 21, 63, 25, 61, 20, 81, 50, 66, 20, 93, 75, 31, 68, 91, 42]
  JOB28  [47, 95, 72, 95, 32, 91, 81, 48, 33, 56, 29, 92, 43, 21, 98, 79, 21, 77, 44, 32, 62]
  JOB29  [86, 60, 59, 89, 57, 71, 66, 46, 66, 52, 51, 50, 22, 83, 83, 67, 68, 37, 68, 40, 76]
  JOB30  [94, 31, 36, 67, 73, 81, 24, 86, 88, 63, 24, 53, 56, 68, 24, 40, 58, 24, 55, 70, 32]
  JOB31  [98, 22, 79, 45, 70, 83, 49, 35, 87, 69, 30, 60, 39, 36, 73, 59, 66, 27, 39, 83, 90]
  JOB32  [35, 24, 95, 99, 95, 93, 78, 38, 72, 36, 66, 23, 59, 60, 71, 30, 95, 93, 32, 68, 34]
  JOB33  [59, 32, 34, 63, 73, 44, 39, 37, 37, 71, 88, 54, 90, 57, 26, 29, 45, 81, 46, 45, 56]
  JOB34  [21, 98, 69, 42, 55, 86, 44, 52, 68, 30, 82, 34, 59, 46, 22, 57, 62, 33, 97, 38, 68]
  JOB35  [31, 67, 57, 66, 85, 85, 61, 51, 87, 74, 91, 96, 40, 24, 31, 71, 60, 60, 79, 70, 77]
  JOB36  [87, 35, 86, 53, 51, 59, 83, 84, 76, 66, 67, 48, 20, 93, 93, 55, 30, 66, 80, 81, 78]
  JOB37  [22, 74, 80, 26, 59, 56, 66, 36, 82, 69, 85, 42, 87, 62, 56, 69, 62, 40, 65, 62, 98]
  JOB38  [66, 53, 26, 59, 63, 31, 77, 81, 32, 96, 28, 76, 39, 42, 81, 69, 43, 97, 33, 96, 45]
  JOB39  [45, 57, 99, 42, 77, 71, 24, 63, 30, 66, 86, 47, 74, 71, 35, 84, 84, 67, 78, 83, 37]
  JOB40  [75, 95, 35, 28, 38, 63, 99, 37, 80, 72, 52, 91, 56, 26, 68, 31, 77, 35, 43, 82, 94]
  JOB41  [39, 77, 70, 77, 60, 41, 21, 56, 69, 51, 33, 50, 62, 74, 54, 88, 72, 25, 28, 27, 88]
  JOB42  [90, 91, 55, 20, 31, 83, 61, 55, 38, 51, 73, 30, 27, 37, 47, 31, 68, 98, 100, 97, 72]
  JOB43  [87, 96, 85, 98, 22, 32, 64, 23, 73, 33, 88, 91, 84, 84, 50, 75, 58, 85, 42, 34, 70]
  JOB44  [27, 33, 69, 71, 35, 87, 39, 38, 30, 29, 82, 31, 55, 58, 31, 23, 82, 52, 37, 77, 100]
  JOB45  [47, 94, 55, 100, 47, 90, 37, 44, 61, 72, 72, 39, 99, 90, 30, 86, 68, 25, 92, 28, 44]
  JOB46  [82, 91, 42, 81, 24, 64, 38, 73, 57, 70, 43, 81, 29, 36, 48, 50, 63, 45, 30, 29, 78]
  JOB47  [33, 46, 50, 49, 25, 40, 66, 56, 77, 68, 91, 52, 45, 40, 63, 73, 72, 64, 100, 54, 34]
  JOB48  [95, 57, 46, 39, 25, 44, 92, 93, 23, 46, 37, 85, 50, 56, 98, 27, 63, 66, 40, 91, 38]
  JOB49  [28, 56, 75, 78, 90, 82, 35, 82, 29, 90, 72, 61, 59, 77, 44, 24, 33, 48, 83, 99, 82]
  JOB50  [58, 36, 38, 25, 89, 89, 63, 73, 56, 55, 37, 84, 61, 74, 88, 56, 41, 70, 54, 47, 31]
  JOB51  [81, 88, 67, 31, 44, 27, 53, 48, 33, 31, 59, 92, 22, 20, 53, 42, 56, 38, 55, 100, 24]
  JOB52  [53, 25, 60, 84, 72, 71, 95, 71, 75, 20, 60, 42, 65, 89, 79, 82, 72, 25, 74, 97, 44]
  JOB53  [90, 89, 46, 47, 82, 88, 85, 96, 66, 30, 43, 97, 40, 39, 94, 39, 60, 62, 93, 45, 69]
  JOB54  [27, 40, 49, 21, 98, 65, 68, 67, 31, 53, 44, 75, 62, 77, 29, 78, 94, 39, 33, 47, 53]
  JOB55  [52, 64, 64, 89, 90, 43, 69, 48, 45, 38, 80, 91, 97, 44, 46, 56, 20, 99, 69, 23, 52]
  JOB56  [95, 43, 40, 79, 98, 61, 53, 31, 84, 56, 61, 83, 90, 53, 77, 73, 26, 47, 47, 70, 24]
  JOB57  [89, 47, 28, 100, 68, 67, 90, 57, 59, 49, 86, 84, 89, 25, 39, 33, 68, 83, 76, 54, 87]
  JOB58  [74, 82, 93, 32, 60, 44, 47, 43, 69, 33, 51, 93, 44, 82, 52, 50, 21, 38, 62, 75, 68]
  JOB59  [75, 25, 39, 99, 32, 62, 46, 86, 82, 21, 67, 40, 55, 59, 66, 83, 20, 27, 87, 49, 65]
  JOB60  [95, 63, 22, 88, 64, 75, 43, 45, 91, 51, 62, 27, 26, 46, 76, 87, 89, 47, 92, 69, 56]
  JOB61  [95, 31, 36, 98, 40, 95, 45, 23, 74, 49, 34, 46, 50, 62, 100, 87, 85, 69, 85, 42, 31]
  JOB62  [97, 86, 83, 47, 28, 26, 100, 95, 22, 97, 50, 94, 87, 74, 65, 45, 20, 83, 38, 80, 40]
  JOB63  [81, 74, 68, 38, 33, 81, 29, 77, 40, 93, 72, 84, 20, 55, 59, 40, 21, 30, 64, 28, 96]
  JOB64  [81, 99, 39, 38, 82, 44, 69, 41, 95, 77, 66, 70, 66, 42, 50, 94, 82, 28, 79, 50, 55]
  JOB65  [68, 23, 22, 63, 91, 79, 66, 29, 22, 84, 47, 57, 63, 64, 96, 61, 73, 30, 56, 37, 73]
