STAGE = 20
MACHINE = [3, 5, 3, 2, 5, 4, 3, 5, 5, 4, 5, 4, 4, 2, 5, 3, 4, 5, 2, 5]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [80, 51, 28, 75, 54, 56, 37, 43, 82, 22, 67, 73, 57, 65, 95, 45, 82, 73, 86, 91]
  JOB1  [80, 92, 26, 28, 79, 24, 51, 60, 31, 35, 55, 26, 77, 49, 24, 69, 44, 34, 94, 78]
  JOB2  [61, 51, 37, 43, 62, 80, 31, 86, 55, 33, 30, 81, 89, 90, 87, 64, 64, 79, 77, 79]
  JOB3  [63, 36, 40, 41, 41, 61, 87, 62, 58, 80, 34, 50, 91, 48, 87, 49, 94, 99, 69, 71]
  JOB4  [51, 87, 20, 68, 63, 49, 35, 66, 97, 89, 64, 85, 87, 71, 57, 52, 98, 41, 35, 93]
  JOB5  [39, 71, 65, 81, 28, 32, 47, 51, 53, 47, 38, 36, 96, 64, 35, 30, 20, 51, 81, 71]
  JOB6  [45, 66, 26, 23, 44, 28, 73, 23, 86, 33, 48, 85, 58, 26, 49, 82, 89, 79, 94, 73]
  JOB7  [91, 54, 35, 35, 69, 82, 80, 32, 76, 93, 40, 32, 60, 61, 30, 49, 63, 38, 85, 98]
  JOB8  [67, 67, 20, 60, 79, 35, 28, 55, 93, 86, 72, 57, 90, 74, 22, 100, 70, 100, 52, 65]
  JOB9  [46, 20, 87, 77, 96, 69, 94, 45, 29, 30, 91, 100, 27, 44, 83, 93, 44, 46, 59, 91]
  JOB10  [34, 88, 50, 67, 37, 77, 92, 80, 67, 80, 60, 69, 77, 72, 45, 99, 27, 64, 27, 100]
  JOB11  [23, 90, 44, 27, 73, 64, 76, 61, 22, 80, 41, 60, 88, 24, 63, 55, 52, 21, 29, 85]
  JOB12  [94, 94, 92, 81, 27, 81, 94, 31, 94, 60, 90, 79, 72, 80, 51, 67, 96, 81, 33, 52]
  JOB13  [36, 35, 49, 33, 23, 40, 53, 60, 95, 51, 71, 93, 54, 92, 98, 31, 25, 53, 92, 60]
  JOB14  [28, 47, 78, 84, 27, 43, 89, 52, 67, 88, 69, 95, 70, 83, 29, 31, 98, 78, 53, 56]
  JOB15  [97, 64, 61, 38, 61, 84, 82, 76, 79, 59, 38, 67, 57, 84, 50, 35, 51, 53, 65, 69]
  JOB16  [49, 96, 20, 59, 81, 65, 96, 97, 29, 96, 95, 37, 81, 27, 75, 43, 70, 95, 75, 61]
  JOB17  [30, 23, 51, 24, 45, 85, 58, 58, 87, 88, 44, 39, 93, 51, 30, 57, 54, 90, 48, 92]
  JOB18  [29, 48, 40, 72, 31, 51, 52, 36, 65, 59, 28, 56, 90, 74, 96, 99, 78, 100, 83, 53]
  JOB19  [66, 82, 91, 60, 40, 46, 58, 84, 45, 96, 84, 33, 91, 44, 72, 38, 74, 59, 29, 71]
  JOB20  [43, 58, 79, 73, 91, 46, 56, 30, 38, 71, 93, 49, 99, 95, 72, 39, 31, 82, 23, 31]
  JOB21  [97, 92, 20, 43, 73, 44, 66, 47, 81, 32, 23, 45, 28, 42, 85, 96, 74, 81, 54, 42]
  JOB22  [43, 65, 26, 67, 74, 42, 100, 21, 56, 95, 28, 76, 92, 40, 26, 79, 73, 83, 20, 36]
  JOB23  [76, 25, 90, 85, 22, 30, 50, 47, 43, 35, 90, 53, 92, 71, 43, 45, 30, 77, 23, 41]
  JOB24  [39, 46, 20, 98, 57, 28, 53, 100, 65, 39, 38, 25, 49, 43, 81, 61, 72, 59, 58, 26]
  JOB25  [39, 89, 30, 57, 70, 80, 99, 83, 40, 64, 23, 48, 57, 52, 60, 28, 47, 84, 52, 25]
  JOB26  [39, 87, 96, 25, 35, 64, 62, 31, 91, 45, 35, 91, 86, 30, 34, 70, 90, 57, 45, 55]
  JOB27  [56, 56, 44, 33, 42, 71, 56, 58, 23, 48, 95, 21, 32, 88, 31, 25, 68, 41, 37, 49]
  JOB28  [70, 67, 90, 66, 71, 43, 65, 69, 22, 38, 89, 94, 29, 95, 49, 54, 52, 82, 76, 95]
  JOB29  [88, 78, 83, 84, 44, 37, 67, 60, 50, 33, 100, 77, 23, 31, 78, 70, 62, 29, 24, 39]
  JOB30  [63, 94, 24, 91, 74, 93, 52, 90, 68, 32, 35, 52, 35, 64, 69, 25, 77, 36, 64, 72]
  JOB31  [30, 60, 68, 58, 48, 43, 86, 43, 20, 64, 88, 49, 31, 43, 72, 42, 44, 50, 77, 90]
  JOB32  [34, 46, 70, 54, 68, 32, 37, 60, 98, 27, 66, 41, 34, 92, 37, 63, 83, 41, 53, 51]
  JOB33  [78, 20, 80, 63, 33, 79, 23, 49, 24, 44, 95, 49, 41, 94, 75, 52, 33, 88, 25, 100]
  JOB34  [53, 37, 79, 95, 90, 81, 65, 24, 51, 93, 50, 67, 78, 25, 68, 56, 97, 51, 58, 65]
  JOB35  [39, 23, 38, 50, 54, 29, 93, 24, 42, 42, 36, 68, 100, 50, 88, 98, 57, 78, 28, 80]
  JOB36  [47, 68, 66, 70, 89, 95, 37, 53, 37, 88, 100, 40, 65, 96, 40, 92, 88, 66, 100, 86]
  JOB37  [80, 66, 39, 61, 99, 52, 26, 61, 42, 52, 60, 84, 95, 92, 33, 48, 72, 57, 52, 89]
  JOB38  [64, 85, 55, 59, 86, 38, 38, 34, 26, 53, 38, 40, 46, 61, 87, 65, 82, 30, 34, 75]
