STAGE = 29
MACHINE = [4, 2, 2, 5, 2, 4, 2, 4, 3, 2, 2, 2, 3, 5, 3, 4, 3, 2, 2, 2, 3, 4, 4, 3, 4, 4, 2, 5, 2]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [43, 29, 48, 52, 48, 50, 51, 96, 25, 81, 78, 27, 34, 97, 24, 72, 68, 57, 88, 42, 78, 93, 26, 92, 48, 42, 67, 79, 68]
  JOB1  [61, 54, 86, 42, 23, 32, 97, 33, 63, 40, 71, 29, 85, 35, 90, 46, 24, 59, 22, 100, 97, 95, 83, 67, 82, 43, 31, 48, 93]
  JOB2  [92, 21, 80, 72, 61, 88, 33, 48, 53, 90, 83, 85, 28, 35, 44, 30, 97, 55, 100, 43, 36, 23, 68, 82, 44, 66, 40, 45, 51]
  JOB3  [90, 53, 68, 74, 95, 65, 36, 93, 24, 77, 32, 44, 88, 48, 64, 96, 21, 46, 47, 91, 82, 28, 51, 39, 59, 93, 33, 79, 42]
  JOB4  [42, 60, 32, 55, 30, 58, 21, 74, 75, 84, 61, 92, 57, 41, 91, 82, 94, 99, 87, 30, 82, 66, 35, 35, 51, 64, 53, 40, 25]
  JOB5  [91, 75, 90, 36, 91, 45, 55, 80, 50, 62, 51, 44, 22, 95, 40, 62, 26, 40, 94, 36, 23, 22, 99, 97, 43, 85, 84, 39, 93]
  JOB6  [87, 40, 99, 20, 69, 89, 87, 41, 92, 88, 63, 32, 22, 44, 76, 21, 54, 89, 58, 66, 52, 29, 31, 79, 81, 63, 34, 65, 75]
  JOB7  [69, 56, 72, 66, 44, 45, 33, 93, 74, 36, 63, 79, 26, 62, 43, 78, 87, 53, 21, 40, 31, 89, 69, 20, 56, 100, 27, 85, 59]
  JOB8  [75, 34, 87, 36, 96, 76, 96, 68, 49, 62, 83, 92, 97, 98, 80, 85, 68, 26, 42, 90, 91, 77, 66, 89, 70, 71, 49, 54, 42]
  JOB9  [65, 69, 41, 77, 96, 35, 92, 59, 71, 24, 99, 87, 38, 97, 93, 94, 79, 54, 82, 33, 62, 23, 24, 64, 84, 65, 57, 63, 35]
  JOB10  [75, 25, 39, 31, 22, 92, 54, 98, 54, 69, 43, 51, 36, 94, 34, 97, 40, 54, 68, 30, 56, 98, 23, 22, 21, 99, 86, 52, 89]
  JOB11  [96, 23, 52, 68, 24, 87, 68, 23, 71, 53, 69, 26, 47, 85, 25, 98, 37, 83, 39, 41, 35, 27, 94, 95, 91, 83, 79, 49, 70]
  JOB12  [75, 31, 70, 79, 62, 64, 62, 79, 22, 60, 100, 67, 89, 26, 70, 32, 91, 62, 61, 39, 43, 36, 43, 93, 81, 43, 46, 100, 28]
  JOB13  [71, 88, 53, 60, 66, 42, 100, 100, 69, 71, 44, 76, 30, 68, 88, 53, 98, 99, 23, 48, 60, 47, 84, 52, 26, 45, 89, 51, 50]
  JOB14  [49, 53, 34, 37, 39, 77, 91, 95, 56, 28, 54, 96, 61, 74, 46, 57, 79, 31, 67, 58, 23, 62, 56, 66, 92, 65, 80, 45, 34]
  JOB15  [35, 20, 75, 80, 93, 78, 30, 50, 94, 80, 79, 93, 64, 89, 45, 54, 27, 79, 65, 64, 27, 73, 63, 62, 63, 33, 57, 86, 94]
  JOB16  [52, 97, 86, 43, 68, 31, 21, 41, 67, 50, 73, 92, 36, 66, 64, 49, 86, 39, 31, 58, 63, 31, 21, 100, 52, 99, 20, 59, 47]
  JOB17  [83, 99, 63, 30, 25, 61, 60, 45, 74, 85, 98, 85, 57, 59, 63, 60, 37, 98, 57, 93, 26, 56, 55, 86, 36, 55, 75, 74, 47]
  JOB18  [21, 98, 52, 48, 24, 86, 97, 98, 22, 61, 90, 65, 40, 44, 61, 76, 35, 56, 83, 98, 81, 66, 52, 76, 34, 31, 75, 38, 62]
  JOB19  [42, 68, 52, 61, 98, 20, 99, 47, 24, 46, 89, 93, 42, 87, 39, 89, 46, 75, 44, 53, 100, 23, 64, 56, 23, 54, 61, 77, 95]
  JOB20  [70, 24, 73, 71, 81, 79, 41, 91, 99, 56, 23, 72, 28, 37, 43, 62, 42, 29, 100, 44, 78, 38, 47, 57, 56, 56, 45, 85, 68]
