STAGE = 23
MACHINE = [4, 5, 2, 2, 5, 2, 4, 3, 5, 3, 3, 4, 4, 2, 4, 5, 2, 3, 2, 4, 2, 2, 5]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [83, 45, 78, 77, 61, 50, 75, 40, 53, 52, 66, 90, 71, 87, 89, 60, 79, 73, 100, 92, 94, 47, 72]
  JOB1  [62, 71, 53, 42, 47, 48, 41, 24, 31, 42, 46, 35, 89, 32, 43, 61, 98, 88, 90, 81, 40, 52, 71]
  JOB2  [43, 32, 66, 69, 67, 44, 86, 89, 55, 66, 90, 45, 31, 39, 47, 26, 44, 59, 21, 67, 80, 38, 64]
  JOB3  [85, 94, 34, 85, 59, 38, 81, 97, 79, 26, 24, 46, 64, 99, 77, 79, 99, 96, 78, 49, 71, 65, 69]
  JOB4  [36, 36, 23, 50, 64, 31, 87, 73, 28, 80, 33, 90, 28, 50, 72, 86, 47, 75, 28, 57, 36, 27, 70]
  JOB5  [29, 65, 76, 89, 20, 86, 83, 40, 31, 25, 25, 25, 78, 46, 49, 29, 60, 90, 74, 70, 30, 40, 74]
  JOB6  [49, 97, 78, 65, 64, 99, 44, 96, 48, 67, 40, 55, 45, 80, 58, 69, 21, 39, 96, 99, 62, 36, 42]
  JOB7  [55, 76, 33, 51, 67, 66, 89, 40, 72, 88, 42, 26, 39, 80, 85, 52, 57, 64, 66, 62, 29, 62, 33]
  JOB8  [44, 65, 77, 49, 56, 91, 98, 44, 20, 35, 85, 62, 96, 53, 98, 63, 89, 55, 82, 63, 79, 59, 90]
  JOB9  [94, 75, 80, 91, 81, 32, 79, 53, 35, 58, 71, 21, 27, 86, 75, 21, 22, 21, 94, 70, 54, 57, 97]
  JOB10  [63, 64, 50, 44, 51, 92, 37, 89, 93, 95, 29, 76, 94, 45, 66, 52, 97, 35, 63, 50, 52, 87, 65]
  JOB11  [58, 59, 34, 35, 91, 60, 69, 32, 40, 76, 51, 49, 60, 91, 33, 33, 94, 99, 78, 58, 51, 70, 45]
  JOB12  [81, 26, 68, 77, 71, 59, 41, 20, 23, 86, 24, 61, 68, 80, 69, 100, 23, 86, 44, 41, 88, 34, 72]
  JOB13  [68, 55, 46, 81, 37, 84, 76, 38, 47, 93, 100, 87, 38, 33, 32, 85, 96, 56, 47, 93, 47, 72, 31]
  JOB14  [60, 32, 81, 68, 24, 69, 45, 87, 79, 91, 35, 62, 31, 77, 82, 60, 94, 94, 27, 63, 44, 50, 100]
  JOB15  [46, 39, 22, 42, 62, 22, 78, 42, 21, 46, 76, 49, 98, 43, 37, 85, 34, 89, 86, 76, 41, 65, 35]
  JOB16  [71, 39, 74, 34, 99, 44, 80, 54, 39, 93, 67, 50, 89, 32, 39, 83, 77, 79, 59, 22, 51, 83, 76]
  JOB17  [55, 45, 89, 37, 83, 28, 44, 25, 56, 62, 83, 29, 59, 53, 96, 97, 96, 48, 73, 46, 21, 51, 88]
  JOB18  [72, 32, 65, 44, 74, 34, 20, 79, 84, 31, 72, 45, 99, 44, 21, 69, 38, 96, 91, 68, 52, 67, 25]
  JOB19  [50, 43, 31, 88, 52, 74, 76, 53, 62, 67, 32, 20, 41, 64, 75, 70, 81, 34, 83, 86, 47, 52, 37]
  JOB20  [77, 35, 84, 100, 55, 40, 90, 29, 88, 41, 34, 90, 40, 65, 22, 46, 90, 60, 23, 99, 35, 53, 79]
  JOB21  [94, 48, 49, 80, 77, 72, 36, 100, 100, 81, 97, 81, 29, 58, 81, 73, 30, 86, 25, 45, 31, 73, 24]
  JOB22  [33, 72, 54, 22, 41, 53, 33, 78, 56, 56, 22, 22, 56, 65, 21, 36, 30, 28, 25, 85, 88, 89, 79]
  JOB23  [79, 47, 63, 61, 57, 26, 44, 60, 27, 72, 93, 66, 33, 88, 62, 23, 20, 56, 56, 84, 20, 38, 61]
  JOB24  [66, 47, 74, 23, 30, 57, 36, 20, 34, 98, 57, 77, 31, 41, 90, 98, 54, 44, 47, 33, 77, 85, 33]
  JOB25  [96, 93, 84, 33, 51, 73, 59, 94, 51, 44, 45, 38, 69, 75, 98, 23, 66, 67, 92, 82, 23, 23, 66]
  JOB26  [83, 30, 60, 75, 20, 94, 61, 23, 88, 30, 67, 24, 32, 82, 80, 87, 32, 92, 44, 77, 28, 98, 93]
  JOB27  [65, 37, 43, 64, 91, 68, 32, 59, 63, 63, 29, 44, 27, 96, 35, 47, 29, 25, 72, 66, 73, 89, 53]
  JOB28  [76, 68, 48, 20, 92, 35, 37, 79, 62, 49, 26, 42, 95, 92, 51, 94, 60, 76, 95, 31, 44, 53, 93]
  JOB29  [33, 93, 41, 45, 34, 68, 92, 33, 53, 51, 78, 42, 32, 76, 32, 68, 33, 45, 28, 90, 94, 46, 84]
  JOB30  [93, 33, 98, 56, 57, 40, 55, 83, 60, 99, 20, 24, 77, 96, 37, 40, 91, 45, 73, 100, 48, 96, 76]
  JOB31  [75, 39, 92, 73, 24, 80, 23, 82, 40, 20, 54, 46, 61, 49, 80, 100, 81, 80, 44, 89, 26, 45, 77]
  JOB32  [84, 75, 74, 30, 80, 87, 78, 72, 51, 47, 88, 92, 97, 98, 42, 67, 50, 71, 64, 80, 38, 41, 40]
  JOB33  [100, 22, 26, 80, 90, 64, 43, 29, 77, 34, 51, 23, 32, 53, 98, 25, 44, 21, 70, 84, 32, 58, 97]
  JOB34  [81, 89, 72, 34, 82, 34, 28, 31, 38, 67, 63, 75, 90, 45, 94, 76, 29, 79, 22, 27, 28, 66, 92]
  JOB35  [71, 50, 22, 69, 75, 64, 80, 37, 88, 24, 70, 64, 61, 93, 70, 47, 22, 76, 58, 43, 50, 60, 35]
  JOB36  [80, 27, 42, 82, 93, 44, 90, 46, 97, 28, 62, 89, 93, 60, 67, 91, 66, 70, 100, 44, 48, 100, 26]
  JOB37  [34, 68, 53, 77, 50, 68, 97, 54, 87, 64, 76, 83, 64, 31, 45, 76, 85, 68, 89, 71, 87, 25, 44]
  JOB38  [60, 83, 21, 49, 36, 99, 25, 24, 30, 79, 99, 73, 33, 31, 95, 37, 74, 83, 85, 73, 46, 99, 70]
  JOB39  [24, 35, 94, 60, 28, 46, 43, 45, 37, 62, 55, 33, 83, 79, 89, 64, 40, 78, 94, 86, 64, 77, 86]
  JOB40  [69, 50, 35, 90, 32, 54, 78, 43, 42, 39, 67, 98, 87, 55, 100, 38, 20, 50, 97, 52, 48, 48, 48]
  JOB41  [96, 66, 81, 53, 57, 72, 32, 41, 69, 85, 51, 94, 51, 80, 98, 87, 31, 32, 85, 91, 35, 94, 40]
  JOB42  [22, 91, 54, 56, 67, 33, 73, 75, 28, 61, 99, 63, 81, 53, 72, 71, 59, 59, 64, 81, 96, 41, 58]
  JOB43  [58, 61, 24, 47, 41, 84, 48, 81, 57, 31, 68, 77, 60, 34, 81, 52, 56, 87, 59, 68, 36, 37, 47]
  JOB44  [33, 86, 34, 73, 59, 51, 45, 97, 34, 83, 64, 93, 49, 100, 71, 81, 48, 87, 31, 42, 60, 48, 70]
  JOB45  [63, 48, 51, 29, 34, 95, 74, 50, 73, 24, 51, 80, 23, 94, 66, 95, 47, 25, 46, 93, 58, 90, 95]
  JOB46  [20, 84, 27, 59, 72, 42, 55, 75, 42, 47, 23, 35, 64, 79, 21, 84, 21, 37, 94, 83, 89, 47, 44]
  JOB47  [51, 95, 54, 77, 52, 67, 66, 84, 47, 75, 50, 39, 47, 77, 72, 96, 99, 98, 34, 91, 59, 92, 39]
  JOB48  [46, 54, 59, 56, 47, 35, 99, 26, 89, 58, 84, 63, 69, 95, 91, 72, 80, 90, 21, 57, 57, 68, 89]
  JOB49  [42, 38, 28, 21, 95, 48, 63, 59, 52, 80, 99, 61, 88, 71, 100, 89, 62, 27, 78, 48, 71, 31, 60]
  JOB50  [37, 34, 22, 94, 99, 97, 87, 95, 46, 52, 37, 84, 75, 32, 88, 99, 61, 32, 53, 80, 31, 93, 43]
  JOB51  [47, 60, 31, 56, 70, 66, 58, 38, 87, 50, 96, 25, 100, 45, 33, 90, 71, 46, 66, 50, 64, 65, 99]
  JOB52  [21, 93, 98, 46, 37, 38, 97, 97, 21, 100, 21, 72, 42, 68, 81, 61, 40, 24, 52, 92, 55, 96, 48]
  JOB53  [93, 48, 69, 47, 43, 58, 28, 57, 98, 81, 47, 69, 50, 55, 72, 37, 54, 42, 24, 86, 38, 62, 40]
  JOB54  [51, 55, 30, 93, 35, 95, 41, 76, 92, 99, 24, 22, 76, 28, 32, 95, 59, 52, 69, 36, 48, 64, 89]
  JOB55  [53, 24, 56, 95, 57, 99, 40, 22, 49, 51, 32, 84, 95, 80, 77, 25, 79, 63, 30, 39, 84, 29, 59]
  JOB56  [28, 63, 98, 65, 45, 83, 71, 65, 39, 68, 62, 86, 52, 95, 86, 53, 22, 97, 87, 30, 97, 72, 76]
  JOB57  [41, 21, 32, 78, 40, 71, 76, 46, 46, 88, 70, 67, 41, 49, 48, 84, 41, 55, 45, 92, 20, 80, 31]
  JOB58  [64, 64, 38, 46, 32, 58, 91, 31, 25, 54, 28, 49, 85, 81, 54, 75, 95, 99, 50, 94, 96, 91, 38]
  JOB59  [95, 83, 57, 59, 71, 32, 56, 27, 41, 91, 29, 65, 62, 33, 33, 46, 25, 48, 90, 91, 88, 22, 31]
  JOB60  [25, 32, 83, 37, 96, 39, 71, 52, 22, 48, 25, 60, 36, 75, 99, 46, 82, 37, 79, 34, 38, 22, 84]
  JOB61  [89, 67, 49, 31, 20, 59, 41, 51, 96, 80, 48, 37, 26, 36, 25, 81, 59, 82, 99, 38, 97, 73, 33]
  JOB62  [21, 61, 78, 71, 71, 91, 75, 80, 73, 66, 49, 85, 47, 53, 23, 24, 69, 94, 83, 99, 64, 48, 24]
  JOB63  [70, 47, 76, 65, 62, 100, 72, 50, 88, 53, 38, 45, 25, 23, 69, 53, 52, 28, 41, 64, 26, 26, 37]
  JOB64  [98, 86, 36, 88, 94, 59, 61, 99, 78, 59, 69, 87, 80, 90, 74, 66, 60, 40, 61, 84, 47, 36, 60]
  JOB65  [79, 47, 76, 77, 40, 57, 87, 57, 73, 86, 98, 89, 81, 79, 75, 80, 27, 86, 48, 54, 82, 99, 48]
  JOB66  [30, 53, 74, 71, 73, 76, 54, 81, 45, 94, 85, 91, 39, 27, 51, 79, 57, 54, 32, 32, 37, 63, 37]
  JOB67  [98, 83, 92, 85, 77, 65, 51, 61, 29, 50, 76, 33, 70, 80, 54, 31, 54, 71, 84, 97, 52, 75, 36]
  JOB68  [79, 21, 61, 78, 22, 68, 34, 58, 50, 31, 78, 45, 70, 36, 56, 75, 47, 73, 86, 53, 87, 29, 42]
  JOB69  [44, 48, 73, 52, 70, 20, 78, 77, 54, 42, 97, 64, 56, 63, 46, 55, 74, 73, 74, 70, 28, 23, 80]
  JOB70  [25, 83, 61, 33, 56, 68, 52, 82, 29, 56, 54, 25, 70, 76, 34, 46, 30, 72, 89, 67, 70, 80, 31]
  JOB71  [78, 70, 75, 67, 55, 80, 43, 39, 59, 66, 42, 76, 36, 24, 97, 97, 60, 59, 28, 74, 47, 29, 33]
  JOB72  [35, 65, 87, 92, 78, 83, 42, 83, 24, 82, 24, 89, 95, 60, 21, 62, 67, 77, 61, 72, 41, 49, 82]
  JOB73  [55, 22, 44, 89, 87, 55, 26, 34, 100, 99, 41, 67, 84, 93, 92, 84, 55, 96, 89, 40, 35, 94, 94]
  JOB74  [74, 86, 23, 24, 95, 51, 85, 29, 68, 91, 95, 34, 24, 69, 39, 69, 93, 71, 45, 49, 58, 97, 42]
  JOB75  [28, 45, 79, 72, 77, 38, 87, 32, 46, 70, 55, 100, 82, 63, 94, 43, 83, 100, 85, 52, 89, 99, 86]
  JOB76  [92, 58, 35, 78, 47, 56, 93, 52, 47, 80, 40, 64, 69, 91, 50, 66, 44, 27, 65, 58, 61, 70, 20]
  JOB77  [32, 32, 70, 51, 34, 96, 83, 93, 27, 95, 99, 72, 68, 62, 81, 42, 80, 43, 33, 26, 52, 31, 62]
  JOB78  [71, 69, 27, 26, 85, 69, 91, 56, 64, 46, 20, 81, 48, 90, 22, 24, 77, 47, 60, 30, 79, 21, 29]
  JOB79  [71, 85, 20, 37, 58, 29, 71, 53, 80, 31, 31, 39, 100, 20, 35, 49, 87, 42, 44, 58, 86, 72, 67]
T_START = [1353.0, 957.0, 1456.0, 1107.0, 1862.0, 1225.0, 1197.0, 1839.0, 1291.0, 1760.0, 1454.0, 1333.0, 977.0, 1887.0, 1211.0, 1020.0, 1504.0, 1918.0, 1060.0, 1312.0, 1470.0, 1789.0, 994.0]
T_END = [2561.0, 3009.0, 2911.0, 2552.0, 2865.0, 2695.0, 2792.0, 3034.0, 2805.0, 3270.0, 2635.0, 2999.0, 3076.0, 3214.0, 3229.0, 3315.0, 2725.0, 2827.0, 3079.0, 2677.0, 2985.0, 3094.0, 2888.0]
D_RATE = [0.16, 0.3, 0.16, 0.18, 0.18, 0.11, 0.23, 0.13, 0.17, 0.11, 0.28, 0.15, 0.16, 0.19, 0.25, 0.25, 0.12, 0.1, 0.2, 0.21, 0.2, 0.18, 0.28]
IT_D = [0.19, 0.16, 0.26, 0.12, 0.25, 0.24, 0.3, 0.11, 0.17, 0.25, 0.29, 0.13, 0.21, 0.29, 0.11, 0.22, 0.25, 0.23, 0.2, 0.27, 0.11, 0.22, 0.19]
IDLING_CONSUME = [0.18, 0.23, 0.26, 0.18, 0.28, 0.11, 0.27, 0.28, 0.2, 0.22, 0.21, 0.24, 0.14, 0.27, 0.18, 0.22, 0.1, 0.14, 0.27, 0.14, 0.1, 0.27, 0.2]
