STAGE = 29
MACHINE = [3, 3, 3, 5, 3, 4, 2, 2, 5, 4, 4, 5, 5, 2, 4, 3, 4, 3, 5, 5, 4, 4, 2, 5, 3, 5, 3, 5, 5]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [57, 32, 93, 29, 55, 92, 100, 42, 97, 95, 43, 65, 61, 44, 62, 86, 79, 47, 51, 77, 69, 75, 76, 76, 82, 85, 91, 35, 57]
  JOB1  [41, 95, 96, 55, 49, 62, 49, 40, 73, 24, 31, 83, 41, 67, 60, 30, 46, 33, 33, 43, 51, 22, 37, 25, 94, 91, 48, 53, 100]
  JOB2  [63, 49, 60, 82, 89, 26, 81, 23, 60, 41, 83, 72, 84, 31, 39, 99, 60, 96, 95, 67, 67, 53, 37, 91, 97, 99, 36, 74, 29]
  JOB3  [69, 46, 28, 82, 42, 71, 54, 63, 99, 57, 64, 78, 100, 73, 60, 60, 83, 26, 85, 83, 51, 50, 20, 77, 95, 20, 46, 23, 94]
  JOB4  [26, 66, 79, 36, 54, 99, 96, 42, 43, 32, 89, 49, 89, 95, 98, 79, 75, 52, 56, 40, 76, 31, 87, 64, 82, 85, 72, 21, 85]
  JOB5  [93, 48, 74, 79, 72, 92, 88, 36, 83, 45, 91, 86, 95, 59, 40, 77, 91, 26, 25, 35, 69, 43, 73, 30, 44, 69, 31, 63, 91]
  JOB6  [85, 96, 64, 95, 88, 59, 57, 93, 92, 49, 86, 57, 95, 37, 66, 34, 44, 41, 77, 21, 36, 30, 91, 93, 62, 49, 37, 33, 48]
  JOB7  [37, 52, 24, 88, 30, 35, 22, 65, 52, 51, 59, 27, 64, 53, 49, 30, 31, 53, 72, 81, 99, 40, 45, 25, 84, 62, 37, 45, 82]
  JOB8  [75, 21, 26, 97, 71, 52, 22, 93, 79, 60, 48, 74, 71, 53, 94, 43, 60, 56, 54, 66, 82, 75, 70, 30, 39, 95, 25, 27, 39]
  JOB9  [34, 80, 57, 55, 91, 27, 79, 51, 73, 59, 36, 34, 96, 91, 45, 95, 66, 87, 71, 35, 72, 95, 88, 27, 28, 92, 83, 53, 100]
  JOB10  [32, 49, 54, 34, 73, 43, 67, 89, 32, 30, 21, 75, 51, 61, 92, 73, 28, 74, 90, 89, 43, 99, 66, 51, 79, 53, 94, 61, 31]
  JOB11  [95, 58, 77, 60, 94, 47, 36, 29, 28, 69, 36, 40, 38, 41, 78, 74, 39, 70, 92, 72, 96, 53, 24, 25, 65, 84, 47, 73, 52]
  JOB12  [75, 44, 37, 71, 33, 70, 56, 57, 96, 65, 93, 30, 31, 28, 83, 50, 66, 35, 44, 33, 60, 62, 85, 28, 65, 24, 70, 87, 70]
  JOB13  [42, 64, 49, 69, 39, 48, 25, 71, 41, 50, 23, 28, 79, 44, 50, 40, 66, 42, 69, 88, 59, 78, 59, 58, 47, 38, 44, 46, 35]
  JOB14  [60, 99, 85, 38, 23, 41, 79, 98, 97, 70, 42, 80, 78, 51, 41, 89, 99, 78, 28, 60, 98, 70, 41, 27, 63, 69, 87, 89, 61]
  JOB15  [20, 48, 42, 58, 29, 41, 87, 98, 52, 27, 29, 68, 92, 69, 96, 79, 85, 62, 63, 56, 60, 61, 38, 54, 83, 43, 65, 21, 20]
  JOB16  [55, 80, 53, 81, 75, 92, 55, 71, 55, 31, 51, 32, 75, 42, 93, 54, 60, 36, 54, 60, 82, 84, 68, 34, 95, 32, 95, 96, 50]
  JOB17  [44, 58, 46, 92, 24, 49, 75, 61, 53, 49, 43, 73, 20, 57, 86, 61, 58, 62, 69, 76, 43, 87, 39, 26, 56, 34, 45, 70, 37]
  JOB18  [47, 93, 97, 57, 43, 26, 56, 68, 42, 31, 53, 46, 47, 97, 36, 45, 50, 27, 96, 70, 87, 90, 60, 33, 42, 36, 58, 88, 32]
  JOB19  [58, 87, 40, 80, 48, 32, 88, 39, 95, 83, 86, 34, 95, 61, 64, 65, 40, 39, 64, 87, 75, 38, 46, 66, 65, 44, 88, 23, 20]
  JOB20  [64, 53, 26, 56, 84, 47, 57, 60, 86, 38, 77, 30, 46, 60, 36, 79, 25, 54, 75, 73, 29, 26, 93, 54, 85, 70, 84, 78, 85]
  JOB21  [51, 58, 37, 91, 35, 21, 54, 94, 71, 59, 22, 43, 86, 89, 60, 45, 27, 81, 68, 28, 65, 48, 66, 28, 29, 72, 61, 91, 22]
  JOB22  [65, 55, 25, 96, 90, 70, 22, 59, 58, 54, 23, 95, 55, 66, 66, 22, 37, 87, 87, 48, 64, 25, 78, 54, 33, 81, 25, 98, 93]
  JOB23  [21, 45, 36, 93, 28, 68, 22, 76, 42, 75, 46, 83, 41, 42, 58, 33, 35, 48, 93, 43, 65, 59, 38, 32, 29, 60, 66, 30, 28]
  JOB24  [64, 43, 95, 69, 49, 81, 46, 45, 70, 80, 68, 75, 100, 49, 36, 68, 53, 65, 42, 41, 48, 92, 39, 33, 100, 76, 34, 66, 94]
  JOB25  [87, 87, 45, 89, 35, 59, 88, 96, 63, 85, 92, 92, 44, 71, 90, 33, 51, 84, 98, 51, 52, 44, 67, 20, 76, 48, 47, 97, 82]
  JOB26  [52, 74, 20, 79, 76, 80, 93, 23, 26, 67, 94, 86, 86, 31, 76, 33, 98, 90, 98, 52, 50, 88, 45, 38, 80, 98, 45, 56, 75]
  JOB27  [27, 36, 38, 49, 81, 29, 77, 53, 35, 90, 26, 75, 94, 69, 33, 39, 76, 68, 98, 100, 80, 26, 56, 49, 56, 91, 25, 41, 77]
  JOB28  [54, 87, 94, 46, 77, 29, 39, 100, 81, 59, 90, 53, 80, 40, 50, 74, 90, 83, 67, 41, 44, 79, 58, 31, 28, 73, 98, 35, 72]
  JOB29  [36, 37, 77, 27, 90, 37, 51, 72, 33, 44, 33, 72, 27, 81, 27, 52, 62, 71, 66, 93, 51, 91, 47, 20, 70, 21, 50, 24, 86]
  JOB30  [75, 82, 56, 35, 61, 68, 53, 26, 59, 29, 98, 68, 58, 64, 67, 35, 95, 21, 62, 54, 31, 59, 91, 45, 28, 68, 26, 46, 44]
  JOB31  [95, 71, 87, 43, 26, 26, 99, 51, 88, 49, 85, 96, 38, 32, 64, 34, 80, 96, 44, 81, 50, 66, 67, 62, 55, 72, 74, 70, 76]
  JOB32  [25, 64, 59, 36, 69, 59, 97, 66, 34, 46, 93, 23, 36, 31, 33, 76, 72, 84, 25, 68, 46, 82, 64, 88, 57, 47, 56, 20, 57]
  JOB33  [39, 56, 21, 83, 69, 44, 57, 61, 52, 44, 93, 33, 37, 45, 29, 61, 64, 20, 90, 29, 71, 92, 32, 95, 96, 49, 41, 80, 60]
  JOB34  [69, 86, 71, 72, 43, 83, 50, 24, 62, 20, 55, 20, 72, 78, 89, 79, 37, 81, 33, 44, 20, 32, 80, 65, 79, 81, 28, 26, 71]
  JOB35  [61, 93, 33, 84, 71, 33, 64, 43, 29, 25, 62, 34, 62, 99, 21, 66, 54, 40, 56, 89, 89, 49, 58, 79, 98, 64, 62, 88, 36]
  JOB36  [58, 37, 87, 27, 50, 41, 72, 69, 49, 51, 56, 83, 100, 93, 50, 55, 54, 55, 40, 22, 43, 69, 95, 61, 34, 20, 66, 69, 88]
  JOB37  [25, 36, 67, 95, 53, 49, 30, 99, 78, 33, 54, 38, 23, 90, 83, 52, 27, 67, 96, 77, 45, 20, 76, 44, 82, 97, 69, 24, 52]
  JOB38  [55, 84, 42, 32, 59, 76, 69, 46, 72, 67, 76, 76, 40, 31, 21, 70, 77, 86, 99, 54, 90, 63, 45, 97, 83, 70, 54, 71, 77]
  JOB39  [53, 45, 55, 61, 71, 67, 21, 50, 65, 72, 83, 61, 31, 93, 86, 49, 97, 54, 31, 94, 32, 69, 32, 81, 36, 35, 57, 81, 80]
  JOB40  [47, 64, 49, 32, 20, 64, 98, 25, 87, 100, 65, 59, 99, 38, 27, 26, 54, 80, 34, 27, 68, 30, 70, 80, 64, 55, 87, 25, 39]
  JOB41  [64, 97, 92, 84, 81, 23, 96, 85, 31, 78, 53, 44, 21, 81, 82, 56, 54, 38, 43, 70, 49, 47, 63, 98, 80, 79, 32, 48, 74]
  JOB42  [44, 31, 73, 56, 82, 53, 33, 24, 67, 61, 55, 24, 98, 97, 69, 97, 55, 52, 34, 56, 42, 81, 51, 25, 27, 44, 96, 86, 62]
