STAGE = 29
MACHINE = [3, 3, 4, 2, 2, 4, 3, 2, 2, 2, 3, 2, 4, 4, 5, 5, 5, 5, 2, 4, 3, 3, 2, 3, 3, 4, 5, 3, 2]
JOB_NUM = 80
PROCESSING_SCHEDULE = 
  JOB0  [38, 72, 90, 35, 59, 46, 63, 38, 55, 94, 47, 29, 80, 84, 96, 65, 82, 23, 20, 67, 61, 27, 70, 20, 39, 66, 78, 92, 46]
  JOB1  [71, 73, 24, 34, 92, 57, 37, 55, 47, 97, 44, 71, 95, 47, 31, 40, 86, 59, 54, 96, 89, 88, 74, 46, 74, 95, 80, 43, 68]
  JOB2  [43, 21, 88, 36, 42, 83, 45, 83, 39, 27, 82, 42, 87, 80, 57, 78, 71, 88, 57, 83, 32, 73, 95, 65, 84, 49, 92, 94, 86]
  JOB3  [21, 55, 95, 80, 77, 46, 63, 52, 79, 81, 75, 79, 78, 75, 35, 56, 51, 79, 57, 85, 86, 40, 42, 67, 89, 75, 39, 45, 61]
  JOB4  [70, 23, 59, 22, 30, 60, 49, 70, 44, 51, 71, 82, 84, 78, 93, 42, 55, 26, 46, 81, 86, 29, 89, 45, 53, 64, 59, 98, 41]
  JOB5  [95, 49, 53, 65, 27, 62, 88, 40, 25, 28, 52, 25, 93, 88, 97, 21, 93, 65, 36, 87, 73, 42, 56, 86, 75, 34, 52, 69, 75]
  JOB6  [86, 95, 92, 60, 33, 99, 75, 39, 74, 31, 28, 21, 78, 64, 26, 97, 55, 47, 78, 72, 92, 87, 100, 75, 52, 79, 38, 67, 78]
  JOB7  [73, 97, 63, 38, 46, 89, 62, 28, 63, 38, 65, 53, 55, 84, 84, 91, 88, 36, 49, 85, 75, 88, 93, 51, 32, 90, 93, 93, 76]
  JOB8  [80, 53, 54, 26, 60, 94, 29, 21, 75, 74, 49, 47, 78, 29, 53, 20, 81, 88, 48, 64, 79, 70, 55, 49, 44, 21, 71, 84, 93]
  JOB9  [85, 96, 21, 33, 65, 50, 40, 52, 43, 95, 83, 78, 20, 37, 80, 25, 26, 31, 70, 72, 41, 31, 51, 60, 27, 91, 98, 31, 57]
  JOB10  [45, 21, 43, 59, 55, 71, 52, 36, 22, 75, 60, 30, 35, 67, 68, 73, 37, 56, 58, 97, 77, 79, 37, 41, 48, 25, 98, 53, 62]
  JOB11  [78, 47, 30, 67, 84, 76, 77, 60, 66, 37, 39, 28, 84, 41, 59, 61, 63, 90, 95, 26, 94, 78, 68, 61, 80, 39, 77, 31, 34]
