STAGE = 15
MACHINE = [5, 4, 5, 2, 4, 5, 2, 2, 2, 3, 2, 4, 4, 5, 5]
JOB_NUM = 40
PROCESSING_SCHEDULE = 
  JOB0  [56, 93, 89, 42, 91, 98, 95, 86, 79, 95, 73, 65, 65, 45, 40]
  JOB1  [45, 28, 56, 41, 34, 48, 28, 50, 97, 34, 50, 40, 31, 43, 56]
  JOB2  [51, 27, 29, 87, 47, 51, 99, 21, 58, 64, 82, 26, 74, 43, 89]
  JOB3  [32, 91, 96, 85, 100, 60, 63, 93, 76, 79, 56, 24, 74, 34, 53]
  JOB4  [66, 48, 37, 89, 90, 66, 99, 84, 92, 41, 36, 46, 81, 99, 54]
  JOB5  [64, 44, 50, 71, 40, 37, 60, 64, 78, 39, 40, 90, 30, 50, 77]
  JOB6  [66, 36, 58, 26, 99, 47, 32, 23, 52, 28, 96, 75, 72, 27, 47]
  JOB7  [48, 87, 27, 31, 98, 94, 92, 53, 22, 55, 27, 86, 89, 89, 34]
  JOB8  [89, 61, 36, 71, 56, 92, 47, 26, 95, 35, 20, 95, 73, 37, 28]
  JOB9  [72, 24, 33, 90, 94, 49, 48, 53, 49, 79, 93, 40, 93, 99, 78]
  JOB10  [38, 66, 100, 55, 49, 84, 36, 90, 50, 62, 79, 67, 22, 73, 59]
  JOB11  [93, 37, 84, 58, 66, 78, 51, 81, 28, 48, 90, 79, 46, 52, 36]
  JOB12  [99, 80, 79, 80, 94, 31, 86, 59, 100, 44, 79, 80, 73, 73, 34]
  JOB13  [25, 48, 84, 30, 28, 98, 22, 42, 85, 52, 32, 53, 30, 49, 41]
  JOB14  [99, 41, 88, 75, 90, 29, 93, 30, 21, 99, 54, 30, 92, 55, 66]
  JOB15  [96, 23, 61, 31, 84, 24, 56, 44, 40, 64, 74, 91, 80, 44, 88]
  JOB16  [30, 84, 37, 76, 79, 79, 99, 45, 94, 33, 53, 67, 55, 61, 62]
  JOB17  [49, 93, 76, 35, 91, 31, 35, 80, 91, 20, 99, 91, 26, 48, 73]
  JOB18  [44, 75, 96, 36, 78, 62, 71, 45, 74, 95, 83, 75, 79, 95, 94]
  JOB19  [23, 84, 85, 23, 76, 36, 99, 84, 59, 71, 24, 47, 64, 46, 52]
  JOB20  [98, 64, 27, 49, 88, 86, 89, 76, 100, 72, 67, 79, 100, 31, 34]
  JOB21  [34, 28, 68, 27, 96, 22, 53, 73, 57, 73, 24, 73, 56, 84, 31]
  JOB22  [34, 92, 51, 62, 86, 35, 84, 23, 37, 79, 55, 56, 81, 84, 72]
  JOB23  [55, 89, 52, 31, 20, 82, 58, 84, 98, 86, 45, 92, 61, 45, 26]
  JOB24  [22, 21, 91, 86, 75, 73, 33, 99, 40, 75, 25, 84, 82, 87, 38]
  JOB25  [85, 95, 20, 47, 34, 71, 27, 51, 60, 91, 22, 94, 76, 73, 74]
  JOB26  [45, 45, 59, 75, 89, 35, 82, 43, 67, 29, 52, 31, 31, 68, 88]
  JOB27  [98, 66, 31, 61, 36, 35, 31, 74, 77, 20, 80, 79, 27, 56, 72]
  JOB28  [85, 71, 41, 81, 51, 30, 46, 63, 56, 79, 55, 53, 97, 66, 91]
  JOB29  [59, 94, 31, 68, 81, 38, 52, 28, 51, 64, 99, 85, 58, 23, 77]
  JOB30  [98, 25, 62, 52, 59, 67, 50, 64, 24, 35, 43, 90, 98, 21, 28]
  JOB31  [34, 76, 89, 81, 61, 93, 43, 82, 92, 75, 33, 63, 86, 79, 58]
  JOB32  [34, 80, 89, 97, 86, 47, 25, 89, 27, 98, 62, 52, 65, 83, 76]
  JOB33  [51, 89, 72, 25, 21, 47, 83, 65, 50, 40, 24, 25, 87, 30, 69]
  JOB34  [48, 42, 87, 52, 45, 21, 81, 39, 49, 62, 71, 98, 81, 36, 37]
  JOB35  [34, 34, 69, 41, 25, 69, 94, 50, 31, 56, 99, 75, 48, 49, 40]
  JOB36  [55, 80, 87, 37, 40, 43, 40, 95, 82, 59, 95, 90, 70, 96, 23]
  JOB37  [67, 85, 53, 65, 43, 100, 93, 40, 74, 63, 61, 75, 95, 35, 32]
  JOB38  [83, 90, 54, 65, 57, 97, 65, 88, 38, 67, 81, 44, 53, 28, 87]
  JOB39  [23, 72, 68, 91, 55, 85, 22, 45, 40, 77, 72, 80, 40, 22, 95]
T_START = [884.0, 853.0, 550.0, 767.0, 1026.0, 521.0, 911.0, 824.0, 722.0, 536.0, 577.0, 913.0, 739.0, 881.0, 831.0]
T_END = [1443.0, 1254.0, 1701.0, 1581.0, 1527.0, 1446.0, 1699.0, 1479.0, 1594.0, 1682.0, 1275.0, 1477.0, 1769.0, 1219.0, 1432.0]
D_RATE = [0.15, 0.25, 0.13, 0.29, 0.29, 0.17, 0.25, 0.24, 0.1, 0.24, 0.17, 0.21, 0.27, 0.17, 0.26]
IT_D = [0.24, 0.17, 0.26, 0.1, 0.2, 0.2, 0.16, 0.16, 0.12, 0.21, 0.11, 0.12, 0.2, 0.2, 0.27]
IDLING_CONSUME = [0.22, 0.29, 0.18, 0.18, 0.23, 0.17, 0.2, 0.16, 0.12, 0.17, 0.3, 0.1, 0.28, 0.2, 0.22]
